-0.7733, -0.9444,  0.5097, -0.2103, 1
-0.0952, -0.0998, -0.0439, -0.0520, 7
 0.2370, -0.9793,  0.0773, -0.9940, 0
 0.8108,  0.5919,  0.8305, -0.7089, 0
 0.4636,  0.8186, -0.1983, -0.5003, 7
 0.8215, -0.2669, -0.1328,  0.0246, 3
-0.9381,  0.4338,  0.7820, -0.9454, 1
 0.0345,  0.8328, -0.1471, -0.5052, 9
-0.8250, -0.5454, -0.3712, -0.6505, 3
 0.1484, -0.3020, -0.8861, -0.5424, 6
 0.6337,  0.1887,  0.9520,  0.8031, 6
 0.9507, -0.6640,  0.9456,  0.5349, 1
 0.2652,  0.3375, -0.0462, -0.9737, 1
-0.3226,  0.0478,  0.5098, -0.0723, 3
-0.9542,  0.0382,  0.6200, -0.9748, 1
 0.3736, -0.1015,  0.8296,  0.2887, 2
 0.1570, -0.4518,  0.1211,  0.3435, 6
 0.7117, -0.6099,  0.4946, -0.4208, 0
-0.1445,  0.6154, -0.2929, -0.5726, 9
-0.3827,  0.4665,  0.4889, -0.5572, 2
-0.6021, -0.7150, -0.2458, -0.9467, 1
 0.8347,  0.4226,  0.1078, -0.3910, 2
 0.9521, -0.6803, -0.5948, -0.1376, 2
-0.4090,  0.4632,  0.8906, -0.1489, 3
-0.2859, -0.7839,  0.5751, -0.7868, 0
 0.4577,  0.0334,  0.4139,  0.5611, 9
 0.5406,  0.5012,  0.2264, -0.1963, 4
-0.9938,  0.5498,  0.7928, -0.5214, 3
-0.5594, -0.3958,  0.7661,  0.0863, 2
-0.7233, -0.4197,  0.2277, -0.3517, 2
 0.0357, -0.6111,  0.6959, -0.4967, 0
 0.6455,  0.7224, -0.1203, -0.4885, 4
-0.0443, -0.7313,  0.8557,  0.7919, 3
 0.7134, -0.1628,  0.3669, -0.2040, 1
 0.5836,  0.3915,  0.5557, -0.1870, 2
-0.2498,  0.7150,  0.2392, -0.4959, 5
 0.6166, -0.4094,  0.0882, -0.0242, 2
 0.7768, -0.6312,  0.1707,  0.7964, 7
 0.8437, -0.4420,  0.2177,  0.3649, 3
-0.9725, -0.1666,  0.8770, -0.3139, 1
 0.3770, -0.4932,  0.3847, -0.5454, 0
 0.2272,  0.2966, -0.6601, -0.7011, 6
 0.7507, -0.6321, -0.0743, -0.1421, 1
 0.7193,  0.3432,  0.2669, -0.7505, 1
 0.9731,  0.8966,  0.2902, -0.6966, 1
 0.5022,  0.1587,  0.8494, -0.8705, 0
-0.8940, -0.6010, -0.1545, -0.7850, 1
-0.2428, -0.6236,  0.4940, -0.3192, 1
-0.0963,  0.4169,  0.5549, -0.0103, 5
 0.9319, -0.7812,  0.3461, -0.0001, 0
 0.5356, -0.4194, -0.5662, -0.9666, 1
-0.4524, -0.3433,  0.0951, -0.5597, 1
-0.7144, -0.8118,  0.7404, -0.5263, 0
 0.6250, -0.4324,  0.0557, -0.3212, 1
 0.9488, -0.3766,  0.3376, -0.3481, 0
-0.5785, -0.9170, -0.3563, -0.9258, 1
 0.3407, -0.1391,  0.5356,  0.0720, 2
-0.7304, -0.6132, -0.3287, -0.8954, 1
-0.5284,  0.8817,  0.3684, -0.8702, 3
 0.4028,  0.2099,  0.4647, -0.4931, 1
-0.4357,  0.7675,  0.1354, -0.7698, 4
 0.1920, -0.5211, -0.7372, -0.6763, 2
 0.2314, -0.8816,  0.5006,  0.8964, 5
-0.3580, -0.7541,  0.4426, -0.1193, 1
-0.3933, -0.9572,  0.9950,  0.1641, 1
 0.8579,  0.0142, -0.0906,  0.1757, 6
 0.4086,  0.3633,  0.3943,  0.2372, 7
 0.5216,  0.5621,  0.8082, -0.5325, 1
-0.2178, -0.3589,  0.6310,  0.2271, 3
-0.1447, -0.8011, -0.7699, -0.2532, 6
 0.6415,  0.1993,  0.3777, -0.0178, 2
-0.5298, -0.0768, -0.6028, -0.9490, 3
 0.4498, -0.3392,  0.6870, -0.1431, 1
-0.3900,  0.7419,  0.8175, -0.3403, 3
 0.7984, -0.8486,  0.7572, -0.6183, 0
 0.6437,  0.2565,  0.9126,  0.1798, 1
-0.1413, -0.3265,  0.9839, -0.2395, 0
 0.0376, -0.6554, -0.8509, -0.2594, 8
 0.2690, -0.1722,  0.9818,  0.8599, 5
-0.1600, -0.4760,  0.8216, -0.9555, 0
 0.4006, -0.0590,  0.6543, -0.0083, 1
 0.2465,  0.2767, -0.3449, -0.8650, 2
-0.2358, -0.7466, -0.5115, -0.8413, 1
 0.4834,  0.2300,  0.3448, -0.9832, 0
 0.0064, -0.5382, -0.6502, -0.6300, 2
-0.2141,  0.5813,  0.2902, -0.2122, 7
-0.1920, -0.7278, -0.0987, -0.3312, 2
 0.4011,  0.8611,  0.7252, -0.6651, 1
-0.3216,  0.1118,  0.0735, -0.2188, 6
 0.3570,  0.3746,  0.1230, -0.2838, 3
 0.8715,  0.1938,  0.9592, -0.1180, 0
-0.9248,  0.5295,  0.0366, -0.9894, 3
 0.9970, -0.7207, -0.8589, -0.8531, 1
 0.9436, -0.8105,  0.6835,  0.3703, 1
-0.9481, -0.0770, -0.4374, -0.9421, 4
 0.5420, -0.3405,  0.5931, -0.3507, 0
 0.0361, -0.2545,  0.4207, -0.0887, 2
 0.9808,  0.5478, -0.3314, -0.8220, 2
 0.7201,  0.9148,  0.9189, -0.9243, 0
 0.9074, -0.0461, -0.4435,  0.0060, 7
 0.7594,  0.2640, -0.5787, -0.3098, 8
-0.1113, -0.8325, -0.6694, -0.6056, 2
 0.0324,  0.7265,  0.9683, -0.9803, 0
-0.4259, -0.7336,  0.8742,  0.6097, 3
-0.6292,  0.8663,  0.8715, -0.4329, 3
 0.1029, -0.6294, -0.1158, -0.6294, 1
-0.7136,  0.2647,  0.3238, -0.1323, 8
-0.0146, -0.0697,  0.6135, -0.4867, 1
-0.5197,  0.3729,  0.9798, -0.6451, 1
-0.4215,  0.8955,  0.6999, -0.1307, 8
 0.2597, -0.6839, -0.9704, -0.4690, 4
-0.5102, -0.4154, -0.6081, -0.8241, 3
 0.8142,  0.7209, -0.3231, -0.9457, 2
-0.6430,  0.9397,  0.4839, -0.4804, 7
 0.9105, -0.8385, -0.8329,  0.2383, 8
 0.5304,  0.1363,  0.3324, -0.7844, 0
 0.7123, -0.2713,  0.7845, -0.9446, 0
 0.9628,  0.2190, -0.1647, -0.6616, 1
 0.9332, -0.6918,  0.7902, -0.3780, 0
 0.3641, -0.5271, -0.6645,  0.0170, 9
 0.3848, -0.7621,  0.8015, -0.0405, 0
 0.7899, -0.3417,  0.0560,  0.3008, 4
 0.2271, -0.5711,  0.8788,  0.5009, 2
 0.4848, -0.2195,  0.5197,  0.8059, 9
-0.8192, -0.7420, -0.7895, -0.6545, 5
 0.5979,  0.6213,  0.7200, -0.0829, 2
 0.4503,  0.1311, -0.0152, -0.4816, 2
-0.5011, -0.5615,  0.5993,  0.0048, 2
 0.5540,  0.0673,  0.4788,  0.0308, 2
 0.9725, -0.9435,  0.8655,  0.8617, 1
-0.4184,  0.8318,  0.8058,  0.0708, 9
 0.9794, -0.0702,  0.4692,  0.2816, 2
 0.6387, -0.8604, -0.9162, -0.9012, 1
-0.2935, -0.6036, -0.5588, -0.9124, 1
 0.3077, -0.1125,  0.4379, -0.7800, 0
 0.6953,  0.3181, -0.2423, -0.1669, 6
 0.8985,  0.2784,  0.4970, -0.2968, 1
 0.6735,  0.1041,  0.7353,  0.6997, 6
 0.8007, -0.9768, -0.2405, -0.5290, 0
 0.4760,  0.4482, -0.0764, -0.2695, 5
 0.0674,  0.1012,  0.2310, -0.2087, 3
-0.4976,  0.3115,  0.9208, -0.9929, 0
-0.7820,  0.0876,  0.2538, -0.5141, 3
 0.2446, -0.5366,  0.5403, -0.7890, 0
-0.0978, -0.1841,  0.7495,  0.4059, 4
 0.5348, -0.8376,  0.9968, -0.2208, 0
-0.6228, -0.1183,  0.6896,  0.1905, 5
 0.0253,  0.1478, -0.1194, -0.6129, 2
-0.8494, -0.1486,  0.2040, -0.1492, 6
 0.8838,  0.7398,  0.4080, -0.0594, 4
 0.6003, -0.4621, -0.5617, -0.1424, 4
 0.2869, -0.9090, -0.0729, -0.3305, 1
-0.4305, -0.7555,  0.3366,  0.3627, 5
